theta_hash,n,completion_assemblies,valid,lam_settle,beta,gamma,th0,k_i,eta_w,del_w,th_write,rho_b,a_init,b0,th_act,t,determinism,completion,reinforcement,contradiction,forgetting,diff_integrity,all_pass,completion_recall,completion_contamination,failures
a632511983b0a150b9af17e34cfa9cf3ac0ed22a4bc2a0bb194cd5f522d6b3d1,512,12,true,0.2,1,1.2,4,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
4a8804d2ae2471b400738457c0418a892ed8807e7fe4ed2564d467f6b3e1f02e,512,12,true,0.2,1,1.2,4,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
7fd873e41eac2f20bba1f46078af3c2c10c1ee4090bd86d17ae32a40ff0aafb6,512,12,true,0.2,1,1.2,4,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
fcd2c769588a4cd7ffba8c2e975f12808ff03b4eac6cf7f86eed200e02c219a4,512,12,true,0.2,1,1.2,4,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
fe119227b968ad09db635a763bf6951e326ca841a85658cb9a943e3568507112,512,12,false,0.2,1.4,0.6,1,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
b02bed8eea2aa2c4fc95a425228f314c15f1d820da482104a3099a1658ea0dfc,512,12,false,0.2,1.4,0.6,1,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
8403a16796642c8835f15f5332d9dfaa7a8c6ec5ba5e4e00e4a82851fd81033d,512,12,false,0.2,1.4,0.6,1,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
c39403781c67d0685cb302bc3047d40f484e4ada72eb069c4ea8c1dda1eaf932,512,12,false,0.2,1.4,0.6,1,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
885725c4b04cf780d5afcd58f203c4cf10b7630eb349ae54194947f951fb2fdd,512,12,false,0.2,1.4,0.6,1,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
a0aef98ff8104c41dc6cf48e1c1a98e2c1197b24f68ada713691ec99f8a88d7d,512,12,false,0.2,1.4,0.6,1,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
ec330c498432c9fd8e7c0438b11e1187acc9ce367f390795a1c68da2ba4ec0d1,512,12,false,0.2,1.4,0.6,1,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
ce43ac24aa2623edc95b394c060112a06026e15493106158a343b3aff8f9f090,512,12,false,0.2,1.4,0.6,1,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
146d5d0fe1a5f23145feb30ddd1dd94de23b7aeec9f737b93174a7a77e69d50e,512,12,false,0.2,1.4,0.6,1,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
bb97447f940c676e3172de79a8c15ae196e21c11f3ee10481e2023267e0f4269,512,12,false,0.2,1.4,0.6,1,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
8ee655a498bc18bd964f368a2ddcbcf1a18f918c83152f65347af623815041a0,512,12,false,0.2,1.4,0.6,1,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
9e83e7d78772484fc235715def25ae7f041b4b0e45fae1409f333835b98b0b7c,512,12,false,0.2,1.4,0.6,1,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
98285113256c5d2f83cf57268f32f1155d29307f9435726e12b926711a872ef9,512,12,false,0.2,1.4,0.6,1,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
fe02518d970f8466d3d80bf2498ceb0b597a4fcbefeaba3f60bc93efae980cb3,512,12,false,0.2,1.4,0.6,1,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
eac7183780621f866df9982cffcdadb73ca373b62ce7028ac610a950e815541c,512,12,false,0.2,1.4,0.6,1,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
4f125ef4cccf70f55fedd9b3ccb8bffeb2970b839c26a273634c33cf55137ce2,512,12,false,0.2,1.4,0.6,1,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
0f6d625318c3b3a978b865a72305b37db6d601115708223ee06ff4e6806db45f,512,12,false,0.2,1.4,0.6,1,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
9f434e9a456442eacf0419b6162aba566d6c22fd7dd888849aa81f21e5625575,512,12,false,0.2,1.4,0.6,1,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
5a324f8429ea8dddb6bc798db03ad615247ed793acd70edbdf08173a0838bad9,512,12,true,0.2,1.4,0.6,2,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
619e4baaa5ec38c04ea47ba1ecc97c43a7607df38fd7067cd21bc183e3ff5b4e,512,12,true,0.2,1.4,0.6,2,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
9862ed382847680144f331f05c0df6d894e9bdcf76412f86997149d93c12adce,512,12,true,0.2,1.4,0.6,2,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.750000,0.897812,"completion:recall=0.7500, contamination=0.8978;contradiction:did not open on fourth alternating write"
c9c2ace47c7416ac567bc6b73e11dc8186fd8cce328826e9b6fa0be342132033,512,12,true,0.2,1.4,0.6,2,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.416667,0.754638,"completion:recall=0.4167, contamination=0.7546;contradiction:did not open on fourth alternating write"
a84bb4c5e0f45ace6f1242fd82449a568a53e9b2ae183a5610cd3d34a23df1c0,512,12,true,0.2,1.4,0.6,2,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,1.000000,0.879630,"completion:recall=1.0000, contamination=0.8796;contradiction:did not open on fourth alternating write"
65f5b9b863569a6e4a663a6436174a0fa722fa48e4b464d9b8fd2b3ae4a227b4,512,12,true,0.2,1.4,0.6,2,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.833333,0.901241,"completion:recall=0.8333, contamination=0.9012;contradiction:did not open on fourth alternating write"
f9a3a707460374b235ad0cce0651c583e2867bc8769fcbb397331771cfcdd0a3,512,12,true,0.2,1.4,0.6,2,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000"
35a2504c505f5d5fe6f01ac1de1eeb580acf2425de218883749e676f8c118744,512,12,true,0.2,1.4,0.6,2,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000"
d1064d83145e0ab460ace29220393aec0b921da0399c5c1754c039d5a3eba490,512,12,true,0.2,1.4,0.6,2,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.916667,0.913743,"completion:recall=0.9167, contamination=0.9137"
a6f7e8d13a496ae994593831cf79199e5f28acaf3292ef1176ebaa1f8305640a,512,12,true,0.2,1.4,0.6,2,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.833333,0.910256,"completion:recall=0.8333, contamination=0.9103"
7796123c5c9fc4576f8e6edfccfff91b5686e5406ebec818ba594eff4ab09253,512,12,true,0.2,1.4,0.6,2,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,1.000000,0.916667,"completion:recall=1.0000, contamination=0.9167"
0744656f6821a105924f8e43e6db23c36eaea6dc296653a088d90d8de87ee59f,512,12,true,0.2,1.4,0.6,2,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,1.000000,0.916667,"completion:recall=1.0000, contamination=0.9167"
68029cae8cedffd75969b5104a0bdd12456143ed115e88cc047e2d54fa997708,512,12,true,0.2,1.4,0.6,2,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000"
857115cff4bdb1fcd55d50495ad867e5edd1815e6d64fc30b8ee126bd47a4e35,512,12,true,0.2,1.4,0.6,2,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000"
3e2f6c1b067e7df5a00fbaac060d0cb4604d683907c8633ad835c60d649fb5f0,512,12,true,0.2,1.4,0.6,2,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,1.000000,0.909722,"completion:recall=1.0000, contamination=0.9097"
d3564079595199eaf56eb111494388bcce4be78146a9fae2854ee27a4dbd85f5,512,12,true,0.2,1.4,0.6,2,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.916667,0.913743,"completion:recall=0.9167, contamination=0.9137"
cd4172bc7b401ecb76d376dbb00bde1f3edbd5000b0ad6a1c500a23aecc0355c,512,12,true,0.2,1.4,0.6,2,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,1.000000,0.916667,"completion:recall=1.0000, contamination=0.9167"
5cfd5d95e5ae2b0334da8ff95ced01da5d5041454261234f847e287a890eac75,512,12,true,0.2,1.4,0.6,2,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,1.000000,0.916667,"completion:recall=1.0000, contamination=0.9167"
29beea2a51e1d92d57c7ced7a1af9518e36a807aa711177ee2ea84275d7219f4,512,12,true,0.2,1.4,0.6,3,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
6950cc38916c9cd57b1da8484756d60204e0d92500cd3269a7399154ba884a54,512,12,true,0.2,1.4,0.6,3,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
ab4d8ce48e4376b4727eec903e9aa4e3f9957bba7d5d778fd6d0340c1658eb12,512,12,true,0.2,1.4,0.6,3,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
cfa59acf8caa5048cecdc7032428626a940c5fce37e262c10220c138368ae38d,512,12,true,0.2,1.4,0.6,3,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
f46880ebdb7f928440340c9f5e5609cb777ba9eb547d99a47235a5ac98a19e2e,512,12,true,0.2,1.4,0.6,3,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
176b77143b703f24a8a5316e8046e23ce023e42838a0ee4d9248f38f0beb12f4,512,12,true,0.2,1.4,0.6,3,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
f97b796e7fba3843f2b9e68517363b8050f091e273d16034253d3d23e95df9b6,512,12,true,0.2,1.4,0.6,3,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
c1a52afd274fc6e863b3a6adbd182521b8948268424c7e32835fed534931fbea,512,12,true,0.2,1.4,0.6,3,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
cd95b62cf0949d501a51d2359a6e4b65437289aad6b2bba0f501daea1800d59c,512,12,true,0.2,1.4,0.6,3,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
0cbc3a508a089408ad86557e8fe9be92c82691fbd005c626e3f579cf5bfc8eaf,512,12,true,0.2,1.4,0.6,3,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
d5213792874f86ff1756b30f84dacd4cd28af33d796cd2a5e4d5840e941c1b9d,512,12,true,0.2,1.4,0.6,3,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
3347b7bbda17fa880063c2ce2412427ff31a762bf3daa4ff5fedf3a6b364490b,512,12,true,0.2,1.4,0.6,3,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
369f443c9fb147db7baab2f46cbeec12ef81ae6bcb3d144070cd5b635ab17b57,512,12,true,0.2,1.4,0.6,3,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
11aa9b7091d7b8db4cf647d0ad0cbf95c9b3cad1ac76605b323c02e043b2bf42,512,12,true,0.2,1.4,0.6,3,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
a669ccf10a6b44f5c0e967c8f26651e221aae5f4bb4ad67d89be4a15808e5fb8,512,12,true,0.2,1.4,0.6,3,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
bc19c529c28a05de05542ec6d073c697161ccf6f9f7c039e3ec39d31657f0fd2,512,12,true,0.2,1.4,0.6,3,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
08d681b22fbe41331d0e7f9128f56f90731efb5a407d2bc35a0dd3b77eee5f12,512,12,true,0.2,1.4,0.6,3,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,true,true,false,true,true,false,1.000000,0.000000,"contradiction:did not open on fourth alternating write"
4c6ab2267970d4edca2d21d9a94dc0ae0b08c60bdb1e3766390446f63953571c,512,12,true,0.2,1.4,0.6,3,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.250000,0.000000,"completion:recall=0.2500, contamination=0.0000;contradiction:did not open on fourth alternating write"
c8a78372cc1f5d3f4d83d41d56c087552a73b3df9f433b28a7f84c3eef2e825a,512,12,true,0.2,1.4,0.6,4,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
7b5f3e119e7c63b0b5e2161bc7cd359b394151d273e9c0ba20cf4f46dd41256b,512,12,true,0.2,1.4,0.6,4,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
3e5b6441c9f74590dbe8b2bdb5957bcbc45d161282f09e8de70b48106a675a2b,512,12,true,0.2,1.4,0.6,4,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
beef4b3a5c2f2cc14a46a8698e1a976dfb2aa9daf883d6ac0fadb7e8f78e6a99,512,12,true,0.2,1.4,0.6,4,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
6faa2b69f8b12fca3642bea01aa6d293854a1fca84eb6cb34c682b173e95442b,512,12,true,0.2,1.4,0.6,4,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
25eb5cf3b16ff66e169094f6d452c41f58555a2d2393263a85621d0527eaf28b,512,12,true,0.2,1.4,0.6,4,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
ba954ecd2967fbe0ad03c6edc1dbc17aa51885b2597f5cc35a9251faf013d720,512,12,true,0.2,1.4,0.6,4,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
a729ae843fe4da6589fc51a846f77c539e43f2cbd253cbdb328fef399c592481,512,12,true,0.2,1.4,0.6,4,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
8845d6592a4b124d6afab5b2e11ff79995363eb9bf0e13600a3d3759655cbb73,512,12,true,0.2,1.4,0.6,4,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
e21bbec66d5bc59c1dfd8f462f3ac0dfdb0941f9a24be08670715f035be0c608,512,12,true,0.2,1.4,0.6,4,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
53d2263d8829089404eee2b53df1764e918a967b9b2e6b4ccf5ffde7fde3c323,512,12,true,0.2,1.4,0.6,4,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
a31b0b2af50a98c7198d251fcdf024a01a40b9eda8746045ada6c63e130eabbd,512,12,true,0.2,1.4,0.6,4,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
27c3b949ce30fb682e75845af1ddee3b3ad1235d303aede4f7fd11f2a6504f69,512,12,true,0.2,1.4,0.6,4,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
feae750f5dc875bca516eec225ae6f9262358d338b2436bffa2933006e22cf14,512,12,true,0.2,1.4,0.6,4,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
102a82a69c00042bf62f0ea9bc6adadb11e9ea15b37029bd8ce4876ec61831c4,512,12,true,0.2,1.4,0.6,4,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
f54f4a9e603e62c9de9f20e00f3b05e85446adf89508459891bb38810bb0eaa9,512,12,true,0.2,1.4,0.6,4,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
0d07b20f052d3c2d8cb621763b7305772ea1f365c549937b46dd9db8022618f4,512,12,true,0.2,1.4,0.6,4,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
075e3b2b0f7176f935859bc539e0525ba2450eb94a2524ca04a46fcac459499a,512,12,true,0.2,1.4,0.6,4,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
51930cccf4b1f99fb9078a45c51ea0df52e73237b6f41bb86058906b598de9d0,512,12,false,0.2,1.4,0.9,1,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
94c637c68ea65d4cc44d8142923405c9cb9d3d6063a4021e02d0d0e4709cc945,512,12,false,0.2,1.4,0.9,1,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
3b90214674f4ad5cec778f3b33349f3cad2185a918d8549a87d0eae715e9a419,512,12,false,0.2,1.4,0.9,1,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
21f556d9daea646b2061e134227e0f92167126bb3826e7c98e97857f7b7d75f2,512,12,false,0.2,1.4,0.9,1,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
0dfd963258fcc530ef803f21a8b7aed086e4bd908e71cf31fef4bc8b0809bc63,512,12,false,0.2,1.4,0.9,1,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
3c6d24aa52beab7292e34cde66c048b89085ed6e8c32036cad5be23ce1c98eeb,512,12,false,0.2,1.4,0.9,1,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
f087e7ad75555d9d52c3e9fd32b33934cdfd57698b69f324c36af8cb7f573b19,512,12,false,0.2,1.4,0.9,1,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4706475 >= th_act 0.25"
