theta_hash,lam_settle,beta,gamma,th0,eta_w,del_w,th_write,rho_b,a_init,b0,th_act,t,determinism,completion,reinforcement,contradiction,forgetting,diff_integrity,all_pass,completion_recall,completion_contamination,failures
bce690d221bb385c11b8ed1e21429d2d6ad25b28278a13cf8a4b2fa07ca9728b,0.2,1.8,0.6,1,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
be896a460493e28a2854eda77d32ae889c08bb5bdda04a034d477f0ed922cf12,0.2,1.8,0.6,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
5319b4aac1f3f788fd3a667faa99180081a33fcae2518e879c65051276500e58,0.2,1.8,0.6,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
2f0f3377355e375c2d958f00688201a522382aef9b67b88967584c5b83103bdf,0.2,1.8,0.6,1,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
826329c31755e02705224b8d81a53f7d71e8724708dc94e51392e86c999b6525,0.2,1.8,0.6,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
f83be0d9a81bd77e752dc729bb023b46abcfa9c0a90aac05d44d53f425c93758,0.2,1.8,0.6,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
830a901d088f3ee5a381b42104b21ae64e4fefed739ea225d993b0f06f5f1d50,0.2,1.8,0.6,1,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
d2628cecff1642307675be58bdbc6108d14b9adb0c7e5ef25c01d21badbc8bd1,0.2,1.8,0.6,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
82251c18edda0b14fe6d825f8382d003acb6cfb04598cf5b966dd39a591d96a7,0.2,1.8,0.6,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.200000,0.966667,"completion:recall=0.2000, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
a797832c3d6e767c21f6f5d40aff9edfc5db46940a1941ebf5fc7a17c10c97a0,0.2,1.8,0.6,2,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.200000,0.966667,"completion:recall=0.2000, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
ae2c8db1f65c65e7190974ca85325799fbb973c3a5e5be3f690de275a512206d,0.2,1.8,0.6,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.200000,0.966667,"completion:recall=0.2000, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
b298ee30452cec504b07de6d71867fcfca26543ca72d8474c334a9530d3a6e4b,0.2,1.8,0.6,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
c03ea183c45daf18c031b7dc1f9968f66b51d0e27b439a977a16bcc2bc4202f7,0.2,1.8,0.6,2,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
0434f7f8f3bbb70e80271358ccdc534fc6c0f94c897e7990669327c858538db0,0.2,1.8,0.6,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
a3c6625a76182ee57d15b0bcb4bf378a69c735d87c88013210dc2d882298d918,0.2,1.8,0.6,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
75cb94259fc6b93d3520fdf10b9176ffb245dd34db57f8d1ce75fb9537b02500,0.2,1.8,0.6,2,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
de4bdb93c4f9efaf20d9975af8da9b6afe975120bd69f42a79a5ebe22f02979a,0.2,1.8,0.6,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
d1099304291605823c192a89a8ec745aaceafa2a4d121fa83e14d486bb90c337,0.2,1.8,0.9,0.5,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
a59a78e56949a5863e7c0789f8fd258e67496deab45ed709461d165306db4a5a,0.2,1.8,0.9,0.5,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
9e686d734bd8d01c0a76a7c6182faf92e72e88d01f853bea9923078af6c8ad5c,0.2,1.8,0.9,0.5,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
49007647e4940806312fe02aa436ce5f6dd840b581be0f615ebd182077f5d2d8,0.2,1.8,0.9,0.5,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
18a63bde8a0931ebc988a226e5efec8208a2f6e1ff26abc3f7c95d73c0858208,0.2,1.8,0.9,0.5,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
7fbdace19013f446a3ba56fa98f7e7b33796ce2f2bd51343366b352c0b6ab447,0.2,1.8,0.9,0.5,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
b8a6c1f5c6460988acb14b30c0ff5d8bc07fb172026dbe60a5822f27244cd3dc,0.2,1.8,0.9,0.5,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
cf7ba380b913f12a8ef8fd94137e99cc2bf1524bdf9c227a88affca0be1a9a78,0.2,1.8,0.9,0.5,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
1e62633bb85b27e9cff8585d64db24363d88f1d5977648d1829145b2c20e3158,0.2,1.8,0.9,0.5,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
a649e585a1d5dc1443d4f2f16e4872217f8db9cef05ef593c877044bf65602eb,0.2,1.8,0.9,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
970bf6e3744e3f6a124bb31fb59d994838a5ff4ebeb9c8f5610997fe9c3a178d,0.2,1.8,0.9,1,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
96fee42ed3c1b71477a355be6d824e839a6ef8e6b6855b9839068e7551aa704c,0.2,1.8,0.9,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
7b0a9c930cc2b0115f58421584c4c05c0a5090b8bb599e08b60b8d94f906ffe1,0.2,1.8,0.9,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
69f3a6caa004cde9432b1496f8efb8ac856d0b5ad88471c84314638976fba1c7,0.2,1.8,0.9,1,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
f2962b27d74161d9eccc1558e5e8f30981fdda3ee871f78bd38dc6ba94f81895,0.2,1.8,0.9,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
63ba9c8d636cae15cf65f48855ae541cddd538558d5f4b7c667cc805c5ca7119,0.2,1.8,0.9,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
c4be86822f6961abe8e7e1112a8cead5e1eb7993288b6b1fe752aa0f57ad0e3e,0.2,1.8,0.9,1,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
a43a59e39abd689a81db29da0f45c191ac10d924c37f0937de0f99a3834364ed,0.2,1.8,0.9,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
37208a28f678f88be6c170b63dd46a285703ad50697f7066c85ca7ad5c90a18c,0.2,1.8,0.9,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.033333,0.966667,"completion:recall=0.0333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
b9af24cca71d08c430f6bd19d53341f62e423c8306f61ccb864f571161562b44,0.2,1.8,0.9,2,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.033333,0.966667,"completion:recall=0.0333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
2a928e6c467c1f245f9a44a2ea559ea8e6455be0eb1bb09526de1cb9ea56fe5c,0.2,1.8,0.9,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.033333,0.966667,"completion:recall=0.0333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
bb4a46af757a9f247ad589cb2d986d07c72660fe3007703fbc71cb4ea9dc3808,0.2,1.8,0.9,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.333333,0.966667,"completion:recall=0.3333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
02ef5c499ad321fef60fefc621731b788e29121cdcaa0afb6da919555076a372,0.2,1.8,0.9,2,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.333333,0.966667,"completion:recall=0.3333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
033038ae8effbe89f1a37d3f5213b68838c72579a973c9227917e0fbce37bd0a,0.2,1.8,0.9,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.333333,0.966667,"completion:recall=0.3333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
0cddc7689547ec5ee8b748c5154a59ce42969cff41b33646d089ed801fcd73e5,0.2,1.8,0.9,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
e0d5a225e144a198ec7b9cd1ecf21b5b3e1d57016307e9fcf38725b9103ae408,0.2,1.8,0.9,2,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
be428d922916ab95842554f37e609dc74b27e89d20b854e32730d0a8fc7d6848,0.2,1.8,0.9,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
7b2da7b2c4e68433620af4a4721b0196f65f418de99780e14cac73980cb0295a,0.2,1.8,1.2,0.5,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
b38b4a6903fcda011b2abd3ce65e761fa749c37f2ee23e40882c6abc8eea9551,0.2,1.8,1.2,0.5,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
656f67ec88393e72b3a576c6d265d7415c6451e91cd2923d29515cc4b4d796e2,0.2,1.8,1.2,0.5,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
c7e9cbbe3b3c3c1a703bc03c6b9405f4eb8e68bee6168a106eeb3c7576a3e213,0.2,1.8,1.2,0.5,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
afe52cddb4d083033a105b174421d7c53834b8f7f7014e4e880e0e1187be8108,0.2,1.8,1.2,0.5,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
113fb065d6752c1ad2048e0ce8d48b95e4c55b532f5be83cb64f1f3dec4b7173,0.2,1.8,1.2,0.5,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
da52cee140a700ab4ef245225be5505da272c2123dda7208e24f4962cf780db1,0.2,1.8,1.2,0.5,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
99579ef029b22d236a708e3bfd12b7ca3f878f808b4e41be0edfcb580fb90fe3,0.2,1.8,1.2,0.5,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
eb25c75dcdc48cf387a2b11d76b428fa01feab7ba3194441acc4a91d9ec14540,0.2,1.8,1.2,0.5,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
e5e789b6f0a930a565978e0345c3fecf57d14e8fdb9f0f19e262fde12dab3a5a,0.2,1.8,1.2,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
8a2b8d590445af25ee28cf754a3ec836d51152711ad632077cf9e569b19c7823,0.2,1.8,1.2,1,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
13b94aef35a402158a503950fb13d046e7d9b1c6ceedc7e184d90fc009f67742,0.2,1.8,1.2,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
a0eb46c98a53389a53e2aa61ad56d347a18a2c6f32398443d5f9a8603d48cf21,0.2,1.8,1.2,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
373ac7231d59a1f14e56b71f8d6f52a32c493996bbd2b401db4942c1b5a1d5e7,0.2,1.8,1.2,1,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
857eadaad6805f05896215ef535377a7b5362094eba847ced9c6c53c328ccee3,0.2,1.8,1.2,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
6b1e13cce4a21fbe414e24342c46595e5f90d3e3d65556cc6f395a8209eba41e,0.2,1.8,1.2,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
6605e07feca45cd328130945bd6b3247ee8bafbd13b60f32646cffa3f15f6f5b,0.2,1.8,1.2,1,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
dc41e0c2d6d2f727a8dbad90ae34b1ee1055434374dd0eb8782ca0936c6df2e6,0.2,1.8,1.2,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
07141114d24c93643be464ac1cd7299e66cb71cb4e86073122928ac8c2c84f94,0.2,1.8,1.2,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
5bcf8953d5a29358cb59089a8d46f312840a5cb19e26b5d4e6e55da9e1d61b4b,0.2,1.8,1.2,2,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
224d4a51e0616d99a7a4527f126ab26a1afee0aa7d902ee596e74f5773a32b5b,0.2,1.8,1.2,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
82feae2c5b0e8fa21d41b85c1b8d3af0bd97d22e006f171c8b5f192c7b16c15a,0.2,1.8,1.2,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.166667,0.966667,"completion:recall=0.1667, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
4cd1ae3c046290b7122e7470fd1b115f01c326c13c8d949b1b56120b181a5c75,0.2,1.8,1.2,2,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.200000,0.962069,"completion:recall=0.2000, contamination=0.9621;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
d22412bceea289c11d834da9d2e0c420dc816827c143a15a56c6741872c77d05,0.2,1.8,1.2,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.200000,0.966667,"completion:recall=0.2000, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
439d7cc446672c0a914d9e137988d18056feca2d52cd7f6a13e639927e0b17a1,0.2,1.8,1.2,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
346d7cd53fb3f36f887e2fda39e82b3bdd5205cdb7bfee2d09428af972d52849,0.2,1.8,1.2,2,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
7bc47ae3f0d1930269587c80ca3c991f82486a8368056a3f4d9b16ea4f453219,0.2,1.8,1.2,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
e35daee49f4d2aa82a2b1570c090bb029b2a1365420dd0d79aabf021e0d892aa,0.35,1,0.6,0.5,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
6671815cb2e1197c38f06002ff4b5fa7a03cf70182d82a51612e67a3e7ef2180,0.35,1,0.6,0.5,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
3f421735576dd9f8c70ee6e9749cf4fcf39e91d3bd934cc89993bd5d31c498d5,0.35,1,0.6,0.5,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
d6ae5e8fc56bb9ee0afb69c3e5050971fb113b0bd5305bde85e436a5122a0b20,0.35,1,0.6,0.5,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
785d766fa3b211bd30d5fefc7b2271256b1910f0fdc6ebbe6658daebcdeb9f4b,0.35,1,0.6,0.5,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
b111b945dc1add4880202ae07d6b1bd22b75e34796327403e6b86c45787fcac5,0.35,1,0.6,0.5,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
e2ebb6108f591c1f5d836db1899af048d47812446d3590c4b356833055b8a096,0.35,1,0.6,0.5,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
f4b42b0017024920545e6cd579251c67cec2d977cab7dbf74576c68c85dc9a67,0.35,1,0.6,0.5,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
3822a0d7985074fff944f30b9fd95d7f8be0a3c688d47b21da270e7519249022,0.35,1,0.6,0.5,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
ea1b0dcb49aefd3cafa5d1b8a4cdc0172883f05161277115eb9e5b82eb7ffd48,0.35,1,0.6,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
08aaaa814a2a9b331d77e1543b0d40f2bfdc8d5af07e3b1066fd44dbd049a22d,0.35,1,0.6,1,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
dd06fc13ec13e22624e02a075c1f4f64b56d7eb6f66fe1c9033fe07b0b21b069,0.35,1,0.6,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
d94f58b17b5691152d1ee2a2fde6f1dc30c3cd22f7838b6335712e8f244e3519,0.35,1,0.6,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
b5fb9eda6579d9c5aba2b59c252460b0c4207ebbc69d130e6799568ca1129fdb,0.35,1,0.6,1,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
c72247e1988aebde258e1bb5a173b887854271334a3880aee29b27359f84c542,0.35,1,0.6,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
f911aa1f975b7e2e475844cfeb7cc9ab0d095cc1e046cb63a4dd4ef2fa885da8,0.35,1,0.6,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
de996fc27b9384ca11ad91147f428921cc8297d5cac3e13b4bd61414370138d9,0.35,1,0.6,1,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
189ebee949bcb8058d4e4ceef0dcb0412efaf4aed42c00f7418e3d8b3d5c98a7,0.35,1,0.6,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
cbd0891708487aecf599bebeaad47ca8330ee966857bcdc85ca179617ab30a6d,0.35,1,0.6,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
bf14d81cce833e55d62f9ccc65ca7124b4c3c0db9f90efdd296ee8c85efadce3,0.35,1,0.6,2,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
e22c5d964bd4c1dbced043638fd153d10dc5470bb9861a10eba93952a417c380,0.35,1,0.6,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
ba77a67cc68e5e4ba8a1f9cb2dc4852c7cade37f85f2da398a0cc15ad362a82c,0.35,1,0.6,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
1fc6b7a111f5099b2618463f0d047af6a7c0e0fa83619743bf5ae741543b2eda,0.35,1,0.6,2,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
62d40479dfe25df1d388f91174430ff94b2513a34de1e402d5bc84cca843b198,0.35,1,0.6,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
6cacc69ca5aee5eee5b7533881e9a5fcdbb92342848dba4497c6108b9e08bcbd,0.35,1,0.6,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.333333,0.966667,"completion:recall=0.3333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
